Date,PDH,PDL,CE_Strike,PE_Strike,CE_Entry,PE_Entry,CE_Exit,PE_Exit,CE_SL_Hit,PE_SL_Hit,CE_PnL,PE_PnL,Total_PnL,Expiry
2023-01-24,18162.6,18063.45,18200,18050,18.1,18.3,28.96,29.28,True,True,-814.5,-823.5,-1638.0,2023-01-25
2023-01-25,18201.25,18078.65,18250,18050,0.15,162.7,0.24,162.7,True,False,-6.75,0.0,-6.75,2023-01-25
2023-01-27,18100.6,17846.15,18150,17800,25.85,278.05,41.36,278.05,True,False,-1163.25,0.0,-1163.25,2023-02-02
2023-01-30,17884.75,17493.55,17900,17450,66.9,76.65,107.04,122.64,True,True,-3010.5,-3449.25,-6459.75,2023-02-02
2023-01-31,17709.15,17405.55,17750,17400,132.35,43.0,132.35,68.8,False,True,0.0,-1935.0,-1935.0,2023-02-02
2023-02-01,17735.7,17537.55,17750,17500,40.0,43.6,64.0,69.76,True,True,-1800.0,-1962.0,-3762.0,2023-02-02
2023-02-02,17972.2,17353.4,18000,17350,0.1,0.2,0.16,0.32,True,True,-4.5,-9.0,-13.5,2023-02-02
2023-02-03,17653.9,17445.95,17700,17400,218.7,20.45,218.7,32.72,False,True,0.0,-920.25,-920.25,2023-02-09
2023-02-06,17870.3,17584.2,17900,17550,46.65,33.4,74.64,53.44,True,True,-2099.25,-1503.0,-3602.25,2023-02-09
2023-02-07,17823.7,17698.35,17850,17650,39.45,47.5,63.12,76.0,True,True,-1775.25,-2137.5,-3912.75,2023-02-09
2023-02-08,17811.15,17652.55,17850,17650,70.1,8.25,70.1,13.2,False,True,0.0,-371.25,-371.25,2023-02-09
2023-02-09,17898.7,17744.15,17900,17700,1.8,0.1,2.88,0.16,True,True,-81.0,-4.5,-85.5,2023-02-09
2023-02-10,17916.9,17779.8,17950,17750,54.45,50.3,87.12,80.48,True,True,-2450.25,-2263.5,-4713.75,2023-02-16
2023-02-13,17876.95,17801.0,17900,17800,39.75,93.15,63.6,93.15,True,False,-1788.75,0.0,-1788.75,2023-02-16
2023-02-14,17880.7,17719.75,17900,17700,87.7,14.45,87.7,23.12,False,True,0.0,-650.25,-650.25,2023-02-16
2023-02-15,17954.55,17800.05,18000,17800,51.75,6.7,51.75,10.72,False,True,0.0,-301.5,-301.5,2023-02-16
2023-02-16,18034.1,17853.8,18050,17850,6.5,0.15,10.4,0.24,True,True,-292.5,-6.75,-299.25,2023-02-16
2023-02-17,18134.75,18000.65,18150,18000,27.45,123.05,43.92,123.05,True,False,-1235.25,0.0,-1235.25,2023-02-23
2023-02-20,18034.25,17884.6,18050,17850,26.75,80.1,42.8,80.1,True,False,-1203.75,0.0,-1203.75,2023-02-23
2023-02-21,18004.35,17818.4,18050,17800,11.7,50.25,18.72,50.25,True,False,-526.5,0.0,-526.5,2023-02-23
2023-02-22,17924.9,17800.3,17950,17800,3.55,241.0,5.68,241.0,True,False,-159.75,0.0,-159.75,2023-02-23
2023-02-23,17772.5,17529.45,17800,17500,0.15,3.35,0.24,5.36,True,True,-6.75,-150.75,-157.5,2023-02-23
2023-02-24,17620.05,17455.4,17650,17450,39.25,86.55,62.8,86.55,True,False,-1766.25,0.0,-1766.25,2023-03-02
2023-02-27,17599.75,17421.8,17600,17400,23.85,77.75,38.16,124.4,True,True,-1073.25,-3498.75,-4572.0,2023-03-02
2023-02-28,17451.6,17299.0,17500,17250,17.15,40.0,27.44,64.0,True,True,-771.75,-1800.0,-2571.75,2023-03-02
2023-03-01,17440.45,17255.2,17450,17250,50.55,4.45,50.55,7.12,False,True,0.0,-200.25,-200.25,2023-03-02
2023-03-02,17467.75,17345.25,17500,17300,0.15,0.85,0.24,1.36,True,True,-6.75,-38.25,-45.0,2023-03-02
2023-03-03,17445.8,17306.0,17450,17300,187.1,13.05,187.1,20.88,False,True,0.0,-587.25,-587.25,2023-03-09
2023-03-06,17644.75,17427.7,17650,17400,97.9,5.65,156.64,9.04,True,True,-4405.5,-254.25,-4659.75,2023-03-09
2023-03-08,17799.95,17671.95,17800,17650,20.5,15.4,20.5,24.64,False,True,0.0,-693.0,-693.0,2023-03-09
2023-03-09,17766.5,17602.25,17800,17600,0.1,5.6,0.16,8.96,True,True,-4.5,-252.0,-256.5,2023-03-09
2023-03-10,17772.35,17573.6,17800,17550,8.05,177.7,12.88,177.7,True,False,-362.25,0.0,-362.25,2023-03-16
2023-03-13,17451.5,17324.35,17500,17300,19.65,195.15,31.44,195.15,True,False,-884.25,0.0,-884.25,2023-03-16
2023-03-14,17529.9,17113.45,17550,17100,5.1,108.9,8.16,108.9,True,False,-229.5,0.0,-229.5,2023-03-16
2023-03-15,17224.65,16987.1,17250,16950,6.3,50.45,10.08,50.45,True,False,-283.5,0.0,-283.5,2023-03-16
2023-03-16,17211.35,16938.9,17250,16900,0.1,0.5,0.16,0.8,True,True,-4.5,-22.5,-27.0,2023-03-16
2023-03-17,17062.45,16850.15,17100,16850,135.7,33.5,135.7,53.6,False,True,0.0,-1507.5,-1507.5,2023-03-23
2023-03-20,17145.8,16958.15,17150,16950,46.15,91.45,73.84,146.32,True,True,-2076.75,-4115.25,-6192.0,2023-03-23
2023-03-21,17066.6,16828.35,17100,16800,98.0,13.4,98.0,21.44,False,True,0.0,-603.0,-603.0,2023-03-23
2023-03-22,17127.7,17016.0,17150,17000,73.35,24.2,73.35,38.72,False,True,0.0,-1089.0,-1089.0,2023-03-23
2023-03-23,17207.25,17107.85,17250,17100,0.15,20.1,0.24,32.16,True,True,-6.75,-904.5,-911.25,2023-03-23
2023-03-24,17205.4,17045.3,17250,17000,18.75,130.75,30.0,130.75,True,False,-843.75,0.0,-843.75,2023-03-29
2023-03-27,17109.45,16917.35,17150,16900,31.95,39.5,51.12,63.2,True,True,-1437.75,-1777.5,-3215.25,2023-03-29
2023-03-28,17091.0,16918.55,17100,16900,12.85,30.9,20.56,49.44,True,True,-578.25,-1390.5,-1968.75,2023-03-29
2023-03-29,17061.75,16913.75,17100,16900,0.95,0.25,1.52,0.4,True,True,-42.75,-11.25,-54.0,2023-03-29
2023-03-31,17126.15,16940.6,17150,16900,245.95,12.2,245.95,19.52,False,True,0.0,-549.0,-549.0,2023-04-06
2023-04-03,17381.6,17204.65,17400,17200,69.5,15.7,69.5,25.12,False,True,0.0,-706.5,-706.5,2023-04-06
2023-04-05,17428.05,17312.75,17450,17300,113.95,4.6,113.95,7.36,False,True,0.0,-207.0,-207.0,2023-04-06
2023-04-06,17570.55,17402.7,17600,17400,3.75,0.15,6.0,0.24,True,True,-168.75,-6.75,-175.5,2023-04-06
2023-04-10,17638.7,17502.85,17650,17500,59.45,24.45,95.12,39.12,True,True,-2675.25,-1100.25,-3775.5,2023-04-13
2023-04-11,17694.1,17597.95,17700,17550,70.4,8.5,70.4,13.6,False,True,0.0,-382.5,-382.5,2023-04-13
2023-04-12,17748.75,17655.15,17750,17650,78.6,7.65,78.6,12.24,False,True,0.0,-344.25,-344.25,2023-04-13
2023-04-13,17825.75,17717.25,17850,17700,0.45,0.2,0.72,0.32,True,True,-20.25,-9.0,-29.25,2023-04-13
2023-04-17,17842.15,17729.65,17850,17700,22.55,59.65,36.08,95.44,True,True,-1014.75,-2684.25,-3699.0,2023-04-20
2023-04-18,17863.0,17574.05,17900,17550,4.65,15.8,7.44,25.28,True,True,-209.25,-711.0,-920.25,2023-04-20
2023-04-19,17766.6,17610.2,17800,17600,3.2,33.35,5.12,53.36,True,True,-144.0,-1500.75,-1644.75,2023-04-20
2023-04-20,17666.15,17579.85,17700,17550,0.15,0.2,0.24,0.32,True,True,-6.75,-9.0,-15.75,2023-04-20
2023-04-21,17684.45,17584.35,17700,17550,54.75,39.2,54.75,62.72,False,True,0.0,-1764.0,-1764.0,2023-04-27
2023-04-24,17663.2,17553.95,17700,17550,97.55,12.2,97.55,19.52,False,True,0.0,-549.0,-549.0,2023-04-27
2023-04-25,17754.5,17612.5,17800,17600,40.05,8.3,40.05,13.28,False,True,0.0,-373.5,-373.5,2023-04-27
2023-04-26,17807.45,17716.85,17850,17700,23.15,8.5,23.15,13.6,False,True,0.0,-382.5,-382.5,2023-04-27
2023-04-27,17827.75,17711.2,17850,17700,54.65,0.15,54.65,0.24,False,True,0.0,-6.75,-6.75,2023-04-27
2023-04-28,17931.6,17797.9,17950,17750,137.15,8.95,137.15,14.32,False,True,0.0,-402.75,-402.75,2023-05-04
2023-05-02,18089.15,17885.3,18100,17850,95.3,4.55,95.3,7.28,False,True,0.0,-204.75,-204.75,2023-05-04
2023-05-03,18180.25,18101.75,18200,18100,12.0,51.75,19.2,82.8,True,True,-540.0,-2328.75,-2868.75,2023-05-04
2023-05-04,18116.35,18042.4,18150,18000,101.85,0.15,101.85,0.24,False,True,0.0,-6.75,-6.75,2023-05-04
2023-05-05,18267.45,18066.7,18300,18050,21.35,68.45,34.16,68.45,True,False,-960.75,0.0,-960.75,2023-05-11
2023-05-08,18216.95,18055.45,18250,18050,85.6,14.25,85.6,22.8,False,True,0.0,-641.25,-641.25,2023-05-11
2023-05-09,18286.95,18100.3,18300,18100,48.4,12.15,77.44,19.44,True,True,-2178.0,-546.75,-2724.75,2023-05-11
2023-05-10,18344.2,18229.65,18350,18200,32.75,13.65,32.75,21.84,False,True,0.0,-614.25,-614.25,2023-05-11
2023-05-11,18326.75,18211.95,18350,18200,0.3,0.25,0.48,0.4,True,True,-13.5,-11.25,-24.75,2023-05-11
2023-05-12,18389.7,18270.4,18400,18250,50.55,60.9,50.55,97.44,False,True,0.0,-2740.5,-2740.5,2023-05-18
2023-05-15,18342.75,18194.55,18350,18150,104.9,15.45,104.9,24.72,False,True,0.0,-695.25,-695.25,2023-05-18
2023-05-16,18458.9,18287.9,18500,18250,9.0,39.75,14.4,39.75,True,False,-405.0,0.0,-405.0,2023-05-18
2023-05-17,18432.35,18264.35,18450,18250,2.45,79.7,3.92,127.52,True,True,-110.25,-3586.5,-3696.75,2023-05-18
